,Start,End,product_name,distance,high_estimate,low_estimate,duration
1338,J03,C12,UberX Car Seat,11.27,32.0,25.0,1200
1339,J03,C12,Black SUV Car Seat,11.27,78.0,63.0,1200
1340,J03,C12,Black Car Seat,11.27,65.0,52.0,1200
1341,J03,C13,Black,9.23,47.0,37.0,1020
1342,J03,C13,UberXL,9.23,32.0,25.0,1020
1343,J03,C13,Pool,9.23,18.0,13.0,1020
1344,J03,C13,UberX,9.23,18.0,14.0,1020
1345,J03,C13,Black SUV,9.23,59.0,47.0,1020
1346,J03,C13,WAV,9.23,18.0,14.0,1020
1347,J03,C13,UberX Car Seat,9.23,29.0,23.0,1020
1348,J03,C13,Black SUV Car Seat,9.23,69.0,56.0,1020
1349,J03,C13,Black Car Seat,9.23,57.0,46.0,1020
1350,J03,C14,Black,8.35,43.0,34.0,900
1351,J03,C14,UberXL,8.35,29.0,23.0,900
1352,J03,C14,Pool,8.35,17.0,12.0,900
1353,J03,C14,UberX,8.35,16.0,13.0,900
1354,J03,C14,Black SUV,8.35,55.0,44.0,900
1355,J03,C14,WAV,8.35,16.0,13.0,900
1356,J03,C14,UberX Car Seat,8.35,28.0,22.0,900
1357,J03,C14,Black SUV Car Seat,8.35,65.0,52.0,900
1358,J03,C14,Black Car Seat,8.35,54.0,43.0,900
1359,J03,C15,Black,8.27,43.0,35.0,960
1360,J03,C15,UberXL,8.27,29.0,23.0,960
1361,J03,C15,Pool,8.27,17.0,12.0,960
1362,J03,C15,UberX,8.27,17.0,13.0,960
1363,J03,C15,Black SUV,8.27,55.0,44.0,960
1364,J03,C15,WAV,8.27,17.0,13.0,960
1365,J03,C15,UberX Car Seat,8.27,28.0,22.0,960
1366,J03,C15,Black SUV Car Seat,8.27,65.0,52.0,960
1367,J03,C15,Black Car Seat,8.27,54.0,43.0,960
1368,J03,F03,Black,13.64,62.0,50.0,1320
1369,J03,F03,UberXL,13.64,43.0,34.0,1320
1370,J03,F03,Pool,13.64,23.0,17.0,1320
1371,J03,F03,UberX,13.64,23.0,18.0,1320
1372,J03,F03,Black SUV,13.64,76.0,61.0,1320
1373,J03,F03,WAV,13.64,23.0,18.0,1320
1374,J03,F03,UberX Car Seat,13.64,35.0,28.0,1320
1375,J03,F03,Black SUV Car Seat,13.64,86.0,69.0,1320
1376,J03,F03,Black Car Seat,13.64,72.0,58.0,1320
1377,J03,C05,Black,13.52,62.0,50.0,1320
1378,J03,C05,UberXL,13.52,43.0,34.0,1320
1379,J03,C05,Pool,13.52,23.0,17.0,1320
1380,J03,C05,UberX,13.52,23.0,18.0,1320
1381,J03,C05,Black SUV,13.52,76.0,61.0,1320
1382,J03,C05,WAV,13.52,23.0,18.0,1320
1383,J03,C05,UberX Car Seat,13.52,35.0,28.0,1320
1384,J03,C05,Black SUV Car Seat,13.52,86.0,69.0,1320
1385,J03,C05,Black Car Seat,13.52,72.0,58.0,1320
1386,J03,C06,Black,12.38,57.0,45.0,1140
1387,J03,C06,UberXL,12.38,39.0,31.0,1140
1388,J03,C06,Pool,12.38,23.0,17.0,1140
1389,J03,C06,UberX,12.38,23.0,18.0,1140
1390,J03,C06,Black SUV,12.38,70.0,56.0,1140
1391,J03,C06,WAV,12.38,23.0,18.0,1140
1392,J03,C06,UberX Car Seat,12.38,36.0,28.0,1140
1393,J03,C06,Black SUV Car Seat,12.38,80.0,65.0,1140
1394,J03,C06,Black Car Seat,12.38,67.0,54.0,1140
1395,J03,J02,Black,4.44,29.0,23.0,660
1396,J03,J02,UberXL,4.44,19.0,14.0,660
1397,J03,J02,Pool,4.44,11.0,7.0,660
1398,J03,J02,UberX,4.44,11.0,8.0,660
1399,J03,J02,Black SUV,4.44,39.0,31.0,660
1400,J03,J02,WAV,4.44,11.0,8.0,660
1401,J03,J02,UberX Car Seat,4.44,21.0,16.0,660
1402,J03,J02,Black SUV Car Seat,4.44,50.0,40.0,660
1403,J03,J02,Black Car Seat,4.44,40.0,32.0,660
